GDACS_ID,country,iso3,continent,country_lonlat,iso3_lonlat,continent_lonlat,eventid,alertlevel,alertscore,fromdate,todate,geometry_url,report_url,details_url,geometry,validation_errors
FL-1100632,El Salvador,SLV,North America,Mexico,MEX,North America,1100632,Green,1,2020-10-01T00:00:00,2020-10-01T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100632&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100632&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100632,"{'type': 'Point', 'coordinates': [-93.1291257378194, 16.7569025]}",['country_mismatch']
FL-1100621,United States,USA,North America,United States of America,US1,North America,1100621,Green,1,2020-09-16T00:00:00,2020-09-22T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100621&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1100621&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100621,"{'type': 'Point', 'coordinates': [-95.3699625, 29.7604958]}",['country_mismatch']
FL-1100609,Cape Verde,CPV,Africa,,,,1100609,Green,1,2020-09-12T00:00:00,2020-09-14T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100609&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100609&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100609,"{'type': 'Point', 'coordinates': [-23.5149753, 14.9339144]}",['country_mismatch']
FL-1100603,Honduras,HND,North America,,,,1100603,Green,1,2020-09-02T00:00:00,2020-09-02T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100603&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100603&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100603,"{'type': 'Point', 'coordinates': [-86.5356039, 16.3231473]}",['country_mismatch']
FL-1100601,North Korea,PRK,Asia,South Korea,KOR,Asia,1100601,Green,1,2020-09-02T00:00:00,2020-09-02T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100601&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100601&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100601,"{'type': 'Point', 'coordinates': [128.15442, 37.82256]}",['country_mismatch']
FL-1100660,Greece,GRC,Europe,Turkey,TUR,Asia,1100660,Green,1,2020-10-30T00:00:00,2020-10-30T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100660&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100660&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100660,"{'type': 'Point', 'coordinates': [26.9765459, 37.756024]}",['country_mismatch']
FL-1100655,Philippines,PHL,Asia,,,,1100655,Orange,2,2020-10-20T00:00:00,2020-10-20T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100655&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1100655&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100655,"{'type': 'Point', 'coordinates': [121.8801489, 18.2489463]}",['country_mismatch']
FL-1100642,Tanzania,TZA,Africa,United Republic of Tanzania,TZA,Africa,1100642,Green,1,2020-10-13T00:00:00,2020-10-13T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100642&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100642&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100642,"{'type': 'Point', 'coordinates': [39.2083395, -6.792372]}",['country_mismatch']
FL-1100692,United States,USA,North America,United States of America,US1,North America,1100692,Green,1,2020-11-30T00:00:00,2020-12-04T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100692&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100692&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100692,"{'type': 'Point', 'coordinates': [-135.4455163, 59.2354255]}",['country_mismatch']
FL-1100689,Malaysia,MYS,Asia,,,,1100689,Green,1,2020-11-27T00:00:00,2020-11-30T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100689&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1100689&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100689,"{'type': 'Point', 'coordinates': [113.0432922, 3.1704142]}",['country_mismatch']
FL-1100688,Iraq,IRQ,Asia,Iran,IRN,Asia,1100688,Green,1,2020-11-28T00:00:00,2020-11-30T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100688&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100688&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100688,"{'type': 'Point', 'coordinates': [46.603534214165, 33.2800457]}",['country_mismatch']
FL-1100693,Malaysia,MYS,Asia,,,,1100693,Green,1,2020-11-22T00:00:00,2020-11-28T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100693&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100693&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100693,"{'type': 'Point', 'coordinates': [103.1353931, 5.3122963]}",['country_mismatch']
FL-1100680,South Africa,ZAF,Africa,,,,1100680,Green,1,2020-11-20T00:00:00,2020-11-22T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100680&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100680&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100680,"{'type': 'Point', 'coordinates': [30.8832244, -29.9695306]}",['country_mismatch']
FL-1100675,United States,USA,North America,United States of America,US1,North America,1100675,Green,1,2020-11-10T00:00:00,2020-11-13T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100675&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100675&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100675,"{'type': 'Point', 'coordinates': [-81.201088, 35.899568]}",['country_mismatch']
FL-1100673,Thailand,THA,Asia,Vietnam,VNM,Asia,1100673,Green,1,2020-11-08T00:00:00,2020-11-13T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100673&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100673&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100673,"{'type': 'Point', 'coordinates': [108.7800569, 15.0496821]}",['country_mismatch']
FL-1100669,Costa Rica,CRI,North America,Nicaragua,NIC,North America,1100669,Orange,2,2020-11-03T00:00:00,2020-11-13T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100669&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100669&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100669,"{'type': 'Point', 'coordinates': [-84.7503401, 13.7573449]}",['country_mismatch']
FL-1100714,France,FRA,Europe,United Kingdom,GB1,Europe,1100714,Green,1,2020-12-24T00:00:00,2021-01-03T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100714&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100714&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100714,"{'type': 'Point', 'coordinates': [-0.4666353, 52.1386077]}",['country_mismatch']
FL-1100707,Madagascar,MDG,Africa,,,,1100707,Green,1,2020-12-26T00:00:00,2020-12-29T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100707&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100707&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100707,"{'type': 'Point', 'coordinates': [49.3937017, -18.1459348]}",['country_mismatch']
FL-1100708,Portugal,PRT,Europe,,,,1100708,Green,1,2020-12-24T00:00:00,2020-12-26T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100708&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100708&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100708,"{'type': 'Point', 'coordinates': [-16.9930541, 32.8226341]}",['country_mismatch']
FL-1100703,Samoa,WSM,Oceania,,,,1100703,Green,1,2020-12-16T00:00:00,2020-12-18T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100703&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100703&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100703,"{'type': 'Point', 'coordinates': [-171.7512372, -13.8515914]}",['country_mismatch']
FL-1100694,Indonesia,IDN,Asia,,,,1100694,Green,1,2020-12-03T00:00:00,2020-12-17T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100694&episodeid=5,https://www.gdacs.org/report.aspx?eventid=1100694&episodeid=5&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100694,"{'type': 'Point', 'coordinates': [113.2402572, -7.041664]}",['country_mismatch']
FL-1100698,Türkiye,TUR,Asia,Turkey,TUR,Asia,1100698,Green,1,2020-12-13T00:00:00,2020-12-14T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100698&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100698&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100698,"{'type': 'Point', 'coordinates': [27.1042073, 38.2441392]}",['country_mismatch']
FL-1100685,Mozambique,MOZ,Africa,,,,1100685,Green,1,2020-12-03T00:00:00,2020-12-06T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100685&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100685&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100685,"{'type': 'Point', 'coordinates': [34.8371374, -19.8315958]}",['country_mismatch']
FL-1100750,France,FRA,Europe,,,,1100750,Green,1,2021-01-28T00:00:00,2021-02-05T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100750&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1100750&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100750,"{'type': 'Point', 'coordinates': [-61.6599862, 16.1174136]}",['country_mismatch']
FL-1100746,United States,USA,North America,United States of America,US1,North America,1100746,Green,1,2021-01-26T00:00:00,2021-02-03T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100746&episodeid=3,https://www.gdacs.org/report.aspx?eventid=1100746&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100746,"{'type': 'Point', 'coordinates': [-82.6601619, 43.0190628]}",['country_mismatch']
FL-1100741,Türkiye,TUR,Asia,Turkey,TUR,Asia,1100741,Green,1,2021-01-24T00:00:00,2021-02-02T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100741&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1100741&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100741,"{'type': 'Point', 'coordinates': [27.179919, 39.1214485]}",['country_mismatch']
FL-1100745,Eswatini,SWZ,Africa,Madagascar,MDG,Africa,1100745,Orange,2,2021-01-19T00:00:00,2021-01-31T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100745&episodeid=3,https://www.gdacs.org/report.aspx?eventid=1100745&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100745,"{'type': 'Point', 'coordinates': [50.2780918, -14.9061192]}",['country_mismatch']
FL-1100753,Vanuatu,VUT,Oceania,,,,1100753,Green,1,2021-01-25T00:00:00,2021-01-25T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100753&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100753&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100753,"{'type': 'Point', 'coordinates': [167.810371641018, -16.2975]}",['country_mismatch']
FL-1100738,Türkiye,TUR,Asia,Turkey,TUR,Asia,1100738,Green,1,2021-01-12T00:00:00,2021-01-14T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100738&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100738&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100738,"{'type': 'Point', 'coordinates': [27.1427002, 38.4232613]}",['country_mismatch']
FL-1100727,United States,USA,North America,United States of America,US1,North America,1100727,Green,1,2021-01-13T00:00:00,2021-01-13T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100727&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1100727&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100727,"{'type': 'Point', 'coordinates': [-122.035337647561, 45.6054087]}",['country_mismatch']
FL-1100726,Tanzania,TZA,Africa,United Republic of Tanzania,TZA,Africa,1100726,Green,1,2021-01-12T00:00:00,2021-01-12T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100726&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1100726&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100726,"{'type': 'Point', 'coordinates': [40.1102982, -10.2805218]}",['country_mismatch']
FL-1100781,Tanzania,TZA,Africa,United Republic of Tanzania,TZA,Africa,1100781,Green,1,2021-02-25T00:00:00,2021-02-27T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100781&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100781&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100781,"{'type': 'Point', 'coordinates': [31.8045739, -1.3306048]}",['country_mismatch']
FL-1100777,Australia,AUS,Oceania,,,,1100777,Green,1,2021-02-20T00:00:00,2021-02-26T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100777&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1100777&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100777,"{'type': 'Point', 'coordinates': [153.186786, -30.0146765]}",['country_mismatch']
FL-1100816,Indonesia,IDN,Asia,,,,1100816,Green,1,2021-02-19T01:00:00,2021-02-19T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100816&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100816&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100816,"{'type': 'Point', 'coordinates': [117.8902853, -2.4833826]}",['country_mismatch']
FL-1100771,Ireland,IRL,Europe,United Kingdom,GB1,Europe,1100771,Green,1,2021-02-19T00:00:00,2021-02-19T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100771&episodeid=3,https://www.gdacs.org/report.aspx?eventid=1100771&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100771,"{'type': 'Point', 'coordinates': [-4.31260145047461, 51.8569398]}",['country_mismatch']
FL-1100762,Argentina,ARG,South America,,,,1100762,Green,1,2021-02-12T00:00:00,2021-02-14T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100762&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100762&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100762,"{'type': 'Point', 'coordinates': [-56.8607055, -37.1145662]}",['country_mismatch']
FL-1100757,Morocco,MAR,Africa,,,,1100757,Green,1,2021-02-07T00:00:00,2021-02-09T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100757&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100757&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100757,"{'type': 'Point', 'coordinates': [-5.8340553, 35.7594388]}",['country_mismatch']
FL-1100804,United States,USA,North America,United States of America,US1,North America,1100804,Green,1,2021-03-28T01:00:00,2021-03-28T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100804&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100804&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100804,"{'type': 'Point', 'coordinates': [-100.4458825, 39.7837304]}",['country_mismatch']
FL-1100811,Indonesia,IDN,Asia,,,,1100811,Green,1,2021-03-26T01:00:00,2021-03-26T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100811&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100811&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100811,"{'type': 'Point', 'coordinates': [117.8902853, -2.4833826]}",['country_mismatch']
FL-1100817,United States,USA,North America,United States of America,US1,North America,1100817,Green,1,2021-03-16T01:00:00,2021-03-19T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100817&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100817&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100817,"{'type': 'Point', 'coordinates': [-86.5675095, 34.7736807]}",['country_mismatch']
FL-1100795,"Congo-Brazzaville, Democratic Republic of the Congo",,,Republic of the Congo,COG,Africa,1100795,Green,1,2021-03-16T01:00:00,2021-03-17T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100795&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100795&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100795,"{'type': 'Point', 'coordinates': [16.0180485740818, -0.7179165]}",['country_mismatch']
FL-1100793,Philippines,PHL,Asia,,,,1100793,Green,1,2021-03-12T01:00:00,2021-03-15T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100793&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100793&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100793,"{'type': 'Point', 'coordinates': [122.7312101, 12.7503486]}",['country_mismatch']
FL-1100790,United States,USA,North America,,,,1100790,Green,1,2021-03-08T00:00:00,2021-03-08T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100790&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100790&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100790,"{'type': 'Point', 'coordinates': [-156.244561, 20.920845]}",['country_mismatch']
FL-1100851,Indonesia,IDN,Asia,,,,1100851,Green,1,2021-04-29T01:00:00,2021-05-15T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100851&episodeid=6,https://www.gdacs.org/report.aspx?eventid=1100851&episodeid=6&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100851,"{'type': 'Point', 'coordinates': [119.412505958425, -5.1247153]}",['country_mismatch']
FL-1100876,Seychelles,SYC,Africa,United Republic of Tanzania,TZA,Africa,1100876,Green,1,2021-04-21T01:00:00,2021-05-14T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100876&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100876&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100876,"{'type': 'Point', 'coordinates': [39.2611203775706, -6.82725295]}",['country_mismatch']
FL-1100862,Somalia,SOM,Africa,Somaliland,SOL,,1100862,Green,1,2021-05-01T01:00:00,2021-05-03T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100862&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100862&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100862,"{'type': 'Point', 'coordinates': [46.5500979629199, 9.21000005]}",['country_mismatch']
FL-1100855,United States,USA,North America,United States of America,US1,North America,1100855,Green,1,2021-04-27T01:00:00,2021-05-03T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100855&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100855&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100855,"{'type': 'Point', 'coordinates': [-95.1219348, 31.0834452]}",['country_mismatch']
FL-1100854,"Saint Lucia, Saint Vincent and the Grenadines",,,,,,1100854,Green,1,2021-04-29T01:00:00,2021-05-01T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100854&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100854&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100854,"{'type': 'Point', 'coordinates': [-61.2279621, 13.1561864]}",['country_mismatch']
FL-1100873,Congo-Brazzaville,,,Democratic Republic of the Congo,COD,Africa,1100873,Green,1,2021-04-27T01:00:00,2021-04-29T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100873&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100873&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100873,"{'type': 'Point', 'coordinates': [26.9160693, -6.0500915]}",['country_mismatch']
FL-1100820,Philippines,PHL,Asia,,,,1100820,Green,1,2021-04-10T01:00:00,2021-04-28T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100820&episodeid=3,https://www.gdacs.org/report.aspx?eventid=1100820&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100820,"{'type': 'Point', 'coordinates': [0.0, 0.0]}",['country_mismatch']
FL-1100843,Kenya,KEN,Africa,,,,1100843,Green,1,2021-04-23T01:00:00,2021-04-27T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100843&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100843&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100843,"{'type': 'Point', 'coordinates': [0.0, 0.0]}",['country_mismatch']
FL-1100827,Indonesia,IDN,Asia,,,,1100827,Green,1,2021-04-17T01:00:00,2021-04-19T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100827&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100827&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100827,"{'type': 'Point', 'coordinates': [117.8902853, -2.4833826]}",['country_mismatch']
FL-1100828,Singapore,SGP,Asia,Malaysia,MYS,Asia,1100828,Green,1,2021-04-17T01:00:00,2021-04-18T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100828&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100828&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100828,"{'type': 'Point', 'coordinates': [103.8194992, 1.357107]}",['country_mismatch']
FL-1100826,United States,USA,North America,United States of America,US1,North America,1100826,Green,1,2021-04-13T01:00:00,2021-04-18T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100826&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100826&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100826,"{'type': 'Point', 'coordinates': [-100.4458825, 39.7837304]}",['country_mismatch']
FL-1100822,Mauritius,MUS,Africa,,,,1100822,Green,1,2021-04-15T01:00:00,2021-04-16T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100822&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100822&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100822,"{'type': 'Point', 'coordinates': [57.5703566, -20.2759451]}",['country_mismatch']
FL-1100823,Tanzania,TZA,Africa,United Republic of Tanzania,TZA,Africa,1100823,Green,1,2021-04-09T01:00:00,2021-04-14T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100823&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100823&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100823,"{'type': 'Point', 'coordinates': [33.468672, -8.906508]}",['country_mismatch']
FL-1100810,Indonesia,IDN,Asia,East Timor,TLS,,1100810,Orange,2,2021-04-03T01:00:00,2021-04-10T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100810&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100810&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100810,"{'type': 'Point', 'coordinates': [125.8375756, -8.5151979]}",['country_mismatch']
