GDACS_ID,country,iso3,continent,country_lonlat,iso3_lonlat,continent_lonlat,eventid,alertlevel,alertscore,fromdate,todate,geometry_url,report_url,details_url,geometry,validation_errors
FL-1100907,Belgium,BEL,Europe,France,FR1,Europe,1100907,Green,1,2021-06-01T01:00:00,2021-06-03T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100907&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100907&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100907,"{'type': 'Point', 'coordinates': [2.3151218, 49.5431349]}",['country_mismatch']
FL-1100906,Pakistan,PAK,Asia,New Zealand,NZ1,Oceania,1100906,Green,1,2021-05-31T01:00:00,2021-06-02T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100906&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100906&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100906,"{'type': 'Point', 'coordinates': [176.1870146, -40.2438621]}",['country_mismatch']
FL-1100902,Bangladesh,BGD,Asia,India,IND,Asia,1100902,Red,3,2021-05-24T01:00:00,2021-05-31T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100902&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100902&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100902,"{'type': 'Point', 'coordinates': [85.2557301, 23.4559809]}",['country_mismatch']
FL-1100896,United States,USA,North America,United States of America,US1,North America,1100896,Green,1,2021-05-28T01:00:00,2021-05-31T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100896&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1100896&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100896,"{'type': 'Point', 'coordinates': [-105.2708179, 33.3875888]}",['country_mismatch']
FL-1100894,Ukraine,UKR,Europe,Russia,RUS,Europe,1100894,Green,1,2021-05-29T01:00:00,2021-05-31T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100894&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100894&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100894,"{'type': 'Point', 'coordinates': [34.1024858, 44.9521457]}",['country_mismatch']
FL-1100890,France,FRA,Europe,,,,1100890,Green,1,2021-05-24T01:00:00,2021-05-25T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100890&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100890&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100890,"{'type': 'Point', 'coordinates': [9.1606179, 41.3878259]}",['country_mismatch']
FL-1100883,India,IND,Asia,,,,1100883,Orange,2,2021-05-11T01:00:00,2021-05-17T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100883&episodeid=4,https://www.gdacs.org/report.aspx?eventid=1100883&episodeid=4&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100883,"{'type': 'Point', 'coordinates': [73.6804620941119, 10.8132489]}",['country_mismatch']
FL-1100881,United States,USA,North America,United States of America,US1,North America,1100881,Green,1,2021-05-12T01:00:00,2021-05-14T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100881&episodeid=3,https://www.gdacs.org/report.aspx?eventid=1100881&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100881,"{'type': 'Point', 'coordinates': [-161.1268751, 65.9785168]}",['country_mismatch']
FL-1100903,Maldives,MDV,Asia,,,,1100903,Green,1,2021-05-11T01:00:00,2021-05-13T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100903&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100903&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100903,"{'type': 'Point', 'coordinates': [73.4240650441918, -0.2948408]}",['country_mismatch']
FL-1100886,Uzbekistan,UZB,Asia,Kyrgyzstan,KGZ,Asia,1100886,Green,1,2021-05-07T01:00:00,2021-05-09T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100886&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100886&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100886,"{'type': 'Point', 'coordinates': [72.9780937, 40.8004695]}",['country_mismatch']
FL-1100925,United States,USA,North America,United States of America,US1,North America,1100925,Green,1,2021-06-18T01:00:00,2021-07-14T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100925&episodeid=14,https://www.gdacs.org/report.aspx?eventid=1100925&episodeid=14&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100925,"{'type': 'Point', 'coordinates': [-75.1263909, 40.3451668]}",['country_mismatch']
FL-1100935,Italy,ITA,Europe,,,,1100935,Green,1,2021-06-18T01:00:00,2021-07-06T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100935&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1100935&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100935,"{'type': 'Point', 'coordinates': [0.0, 0.0]}",['country_mismatch']
FL-1100954,Canada,CAN,North America,,,,1100954,Green,1,2021-06-29T01:00:00,2021-06-30T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100954&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1100954&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100954,"{'type': 'Point', 'coordinates': [0.0, 0.0]}",['country_mismatch']
FL-1100939,Switzerland,CHE,Europe,,,,1100939,Green,1,2021-06-22T01:00:00,2021-06-30T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100939&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1100939&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100939,"{'type': 'Point', 'coordinates': [0.0, 0.0]}",['country_mismatch']
FL-1100927,Côte d'Ivoire,,Africa,Ivory Coast,CIV,Africa,1100927,Green,1,2021-06-19T01:00:00,2021-06-23T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100927&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100927&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100927,"{'type': 'Point', 'coordinates': [-6.94022371627317, 5.014152]}",['country_mismatch']
FL-1100918,Laos,LAO,Asia,Vietnam,VNM,Asia,1100918,Green,1,2021-06-13T01:00:00,2021-06-18T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100918&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100918&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100918,"{'type': 'Point', 'coordinates': [106.1688515, 20.4232641]}",['country_mismatch']
FL-1100908,Türkiye,TUR,Asia,Turkey,TUR,Asia,1100908,Green,1,2021-06-02T01:00:00,2021-06-03T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100908&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100908&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100908,"{'type': 'Point', 'coordinates': [36.3320596, 41.2946149]}",['country_mismatch']
FL-1100960,United States,USA,North America,United States of America,US1,North America,1100960,Green,1,2021-07-14T01:00:00,2021-08-18T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100960&episodeid=18,https://www.gdacs.org/report.aspx?eventid=1100960&episodeid=18&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100960,"{'type': 'Point', 'coordinates': [-82.9907823, 35.5456202]}",['country_mismatch']
FL-1101013,Philippines,PHL,Asia,,,,1101013,Green,1,2021-07-27T01:00:00,2021-08-03T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101013&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101013&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101013,"{'type': 'Point', 'coordinates': [122.7312101, 12.7503486]}",['country_mismatch']
FL-1100995,Bangladesh,BGD,Asia,,,,1100995,Green,1,2021-07-26T01:00:00,2021-07-28T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100995&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100995&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100995,"{'type': 'Point', 'coordinates': [92.039964249497, 21.16587175]}",['country_mismatch']
FL-1100991,Panama,PAN,North America,,,,1100991,Green,1,2021-07-22T01:00:00,2021-07-26T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100991&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100991&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100991,"{'type': 'Point', 'coordinates': [-82.2418169, 9.3402964]}",['country_mismatch']
FL-1100974,Türkiye,TUR,Asia,Turkey,TUR,Asia,1100974,Green,1,2021-07-14T01:00:00,2021-07-23T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100974&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1100974&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100974,"{'type': 'Point', 'coordinates': [41.5794108809247, 41.24694975]}",['country_mismatch']
FL-1100996,Kyrgyzstan,KGZ,Asia,Uzbekistan,UZB,Asia,1100996,Green,1,2021-07-20T01:00:00,2021-07-22T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100996&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100996&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100996,"{'type': 'Point', 'coordinates': [72.9119207, 40.896861]}",['country_mismatch']
FL-1100999,Tajikistan,TJK,Asia,Uzbekistan,UZB,Asia,1100999,Green,1,2021-07-18T01:00:00,2021-07-21T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100999&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100999&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100999,"{'type': 'Point', 'coordinates': [67.6141456, 39.4961693]}",['country_mismatch']
FL-1100969,Italy,ITA,Europe,,,,1100969,Green,1,2021-07-17T01:00:00,2021-07-19T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100969&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100969&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100969,"{'type': 'Point', 'coordinates': [13.3524434, 38.1112268]}",['country_mismatch']
FL-1100966,Austria,AUT,Europe,Germany,DEU,Europe,1100966,Green,1,2021-07-17T01:00:00,2021-07-19T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100966&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1100966&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100966,"{'type': 'Point', 'coordinates': [12.9075755, 47.7252029]}",['country_mismatch']
FL-1100959,Canada,CAN,North America,United States of America,US1,North America,1100959,Green,1,2021-07-15T01:00:00,2021-07-18T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100959&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100959&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100959,"{'type': 'Point', 'coordinates': [-83.0466403, 42.3315509]}",['country_mismatch']
FL-1101034,The Gambia,GMB,Africa,Gambia,GMB,Africa,1101034,Green,1,2021-07-07T01:00:00,2021-07-09T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101034&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101034&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101034,"{'type': 'Point', 'coordinates': [-15.4900464, 13.470062]}",['country_mismatch']
FL-1100944,Denmark,DNK,Europe,,,,1100944,Green,1,2021-07-05T01:00:00,2021-07-07T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100944&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100944&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100944,"{'type': 'Point', 'coordinates': [0.0, 0.0]}",['country_mismatch']
FL-1100943,Sierra Leone,SLE,Africa,,,,1100943,Green,1,2021-07-04T01:00:00,2021-07-05T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100943&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100943&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100943,"{'type': 'Point', 'coordinates': [-13.26795, 8.479004]}",['country_mismatch']
FL-1100951,Türkiye,TUR,Asia,Turkey,TUR,Asia,1100951,Green,1,2021-07-02T01:00:00,2021-07-03T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100951&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100951&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100951,"{'type': 'Point', 'coordinates': [26.5587225, 41.6759327]}",['country_mismatch']
FL-1101040,United States,USA,North America,United States of America,US1,North America,1101040,Green,1,2021-08-12T01:00:00,2021-09-15T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101040&episodeid=13,https://www.gdacs.org/report.aspx?eventid=1101040&episodeid=13&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101040,"{'type': 'Point', 'coordinates': [-99.5120986, 31.8160381]}",['country_mismatch']
FL-1101209,Congo-Brazzaville,,,Republic of the Congo,COG,Africa,1101209,Green,1,2021-09-01T01:00:00,2021-09-03T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101209&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101209&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101209,"{'type': 'Point', 'coordinates': [15.6419155, -0.7264327]}",['country_mismatch']
FL-1101061,Cambodia,KHM,Asia,,,,1101061,Green,1,2021-08-24T01:00:00,2021-08-26T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101061&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101061&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101061,"{'type': 'Point', 'coordinates': [103.258706593974, 10.5098627]}",['country_mismatch']
FL-1101043,Democratic Republic of the Congo,,,Republic of the Congo,COG,Africa,1101043,Green,1,2021-08-18T01:00:00,2021-08-20T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101043&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101043&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101043,"{'type': 'Point', 'coordinates': [15.6419155, -0.7264327]}",['country_mismatch']
FL-1101035,Somalia,SOM,Africa,Somaliland,SOL,,1101035,Green,1,2021-08-11T01:00:00,2021-08-13T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101035&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101035&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101035,"{'type': 'Point', 'coordinates': [44.18116, 10.07668]}",['country_mismatch']
FL-1101031,Türkiye,TUR,Asia,Turkey,TUR,Asia,1101031,Orange,2,2021-08-10T01:00:00,2021-08-12T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101031&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101031&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101031,"{'type': 'Point', 'coordinates': [34.5954138285884, 41.8314871]}",['country_mismatch']
FL-1101028,United Kingdom,GBR,Europe,Ireland,IRL,Europe,1101028,Green,1,2021-08-05T01:00:00,2021-08-08T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101028&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101028&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101028,"{'type': 'Point', 'coordinates': [-8.0920472, 54.4799698]}",['country_mismatch']
FL-1101019,China,CHN,Asia,Taiwan,TWN,Asia,1101019,Green,1,2021-08-05T01:00:00,2021-08-07T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101019&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101019&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101019,"{'type': 'Point', 'coordinates': [121.3010003, 24.9929995]}",['country_mismatch']
FL-1101026,Spain,ESP,Europe,,,,1101026,Green,1,2021-08-04T01:00:00,2021-08-05T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101026&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101026&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101026,"{'type': 'Point', 'coordinates': [3.2088349, 41.9541918]}",['country_mismatch']
FL-1101157,Japan,JPN,Asia,,,,1101157,Green,1,2021-10-01T01:00:00,2021-10-04T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101157&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101157&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101157,"{'type': 'Point', 'coordinates': [140.481733271816, 35.117099]}",['country_mismatch']
FL-1101094,Spain,ESP,Europe,,,,1101094,Green,1,2021-09-17T01:00:00,2021-09-25T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101094&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1101094&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101094,"{'type': 'Point', 'coordinates': [-2.95071985515362, 35.292906]}",['country_mismatch']
FL-1101105,Colombia,COL,South America,India,IND,Asia,1101105,Green,1,2021-09-22T01:00:00,2021-09-24T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101105&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1101105&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101105,"{'type': 'Point', 'coordinates': [88.4150178, 22.60150865]}",['country_mismatch']
FL-1101115,United States,USA,North America,United States of America,US1,North America,1101115,Green,1,2021-09-18T01:00:00,2021-09-19T01:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1101115&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1101115&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1101115,"{'type': 'Point', 'coordinates': [-87.5675258, 33.2095614]}",['country_mismatch']
