,GDACS_ID,equi7_grid_code,country,iso3,eventid,alertlevel,alertscore,fromdate,todate,geometry_url,report_url,details_url,geometry
781,FL-1100468,SA020M,Colombia,COL,1100468,Green,1,2020-05-10T00:00:00,2020-05-13T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100468&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100468&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100468,"{'type': 'Point', 'coordinates': [-77.9478371, 1.1891882]}"
782,FL-1100464,AF020M,Somalia,SOM,1100464,Green,1,2020-05-10T00:00:00,2020-05-12T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100464&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100464&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100464,"{'type': 'Point', 'coordinates': [45.3182093, 2.0468854]}"
783,FL-1100456,EU020M,France,FRA,1100456,Green,1,2020-05-02T00:00:00,2020-05-12T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100456&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1100456&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100456,"{'type': 'Point', 'coordinates': [-0.5944013, 45.9929364]}"
784,FL-1100507,AF020M,Ethiopia,ETH,1100507,Green,1,2020-05-07T00:00:00,2020-05-10T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100507&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100507&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100507,"{'type': 'Point', 'coordinates': [35.5371154, 8.1525979]}"
785,FL-1100465,AF020M,Kenya,KEN,1100465,Green,1,2020-05-09T00:00:00,2020-05-09T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100465&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1100465&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100465,"{'type': 'Point', 'coordinates': [40.705616472606, 3.2285332]}"
786,FL-1100467,NA020M,Panama,PAN,1100467,Green,1,2020-05-05T00:00:00,2020-05-08T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100467&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100467&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100467,"{'type': 'Point', 'coordinates': [-79.4913765, 9.0961781]}"
787,FL-1100466,NA020M,Guatemala,GTM,1100466,Green,1,2020-05-08T00:00:00,2020-05-08T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100466&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100466&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100466,"{'type': 'Point', 'coordinates': [-88.7536347, 15.8263199]}"
788,FL-1100461,AS020M,Kyrgyzstan,KGZ,1100461,Green,1,2020-05-02T00:00:00,2020-05-02T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100461&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100461&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100461,"{'type': 'Point', 'coordinates': [72.5882609527564, 41.51006745]}"
789,FL-1100457,AF020M,Democratic Republic of the Congo,,1100457,Green,1,2020-05-02T00:00:00,2020-05-02T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100457&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100457&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100457,"{'type': 'Point', 'coordinates': [30.4891022, 1.945747]}"
790,FL-1100541,AS020M,Bangladesh,BGD,1100541,Green,1,2020-06-28T00:00:00,2020-07-10T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100541&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1100541&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100541,"{'type': 'Point', 'coordinates': [89.3729430374659, 24.8480697]}"
791,FL-1100545,SA020M,Colombia,COL,1100545,Green,1,2020-07-01T00:00:00,2020-07-01T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100545&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1100545&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100545,"{'type': 'Point', 'coordinates': [-73.1002379, 3.2693071]}"
792,FL-1100539,AS020M,India,IND,1100539,Green,1,2020-07-01T00:00:00,2020-07-01T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100539&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100539&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100539,"{'type': 'Point', 'coordinates': [83.3715496, 26.7608863]}"
793,FL-1100526,NA020M,Canada,CAN,1100526,Green,1,2020-07-01T00:00:00,2020-07-01T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100526&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100526&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100526,"{'type': 'Point', 'coordinates': [-99.969606, 50.1875]}"
794,FL-1100525,SA020M,Brazil,BRA,1100525,Green,1,2020-06-30T00:00:00,2020-06-30T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100525&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100525&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100525,"{'type': 'Point', 'coordinates': [-51.0615036, -29.6758641]}"
795,FL-1100523,OC020M,Philippines,PHL,1100523,Green,1,2020-06-27T00:00:00,2020-06-30T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100523&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100523&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100523,"{'type': 'Point', 'coordinates': [125.352262241973, 6.7572094]}"
796,FL-1100527,NA020M,United States,USA,1100527,Green,1,2020-06-28T00:00:00,2020-06-29T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100527&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100527&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100527,"{'type': 'Point', 'coordinates': [-92.3600853, 45.0495431]}"
797,FL-1100508,AF020M,Nigeria,NGA,1100508,Green,1,2020-06-28T00:00:00,2020-06-29T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100508&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100508&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100508,"{'type': 'Point', 'coordinates': [3.5105972, 6.6195305]}"
798,FL-1100521,AS020M,Bangladesh,BGD,1100521,Green,1,2020-06-27T00:00:00,2020-06-27T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100521&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100521&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100521,"{'type': 'Point', 'coordinates': [91.4075583, 25.066455]}"
799,FL-1100516,OC020M,Malaysia,MYS,1100516,Green,1,2020-06-20T00:00:00,2020-06-27T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100516&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1100516&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100516,"{'type': 'Point', 'coordinates': [115.9445448, 5.1248409]}"
800,FL-1100510,EU020M,Poland,POL,1100510,Green,1,2020-06-26T00:00:00,2020-06-26T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100510&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1100510&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100510,"{'type': 'Point', 'coordinates': [21.9992597, 50.0412897]}"
801,FL-1100514,AS020M,China,CHN,1100514,Orange,2,2020-06-21T00:00:00,2020-06-25T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100514&episodeid=7,https://www.gdacs.org/report.aspx?eventid=1100514&episodeid=7&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100514,"{'type': 'Point', 'coordinates': [111.8402691, 27.6120038]}"
802,FL-1100528,AS020M,Nepal,NPL,1100528,Green,1,2020-06-22T00:00:00,2020-06-24T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100528&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100528&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100528,"{'type': 'Point', 'coordinates': [83.5439898, 27.8625633]}"
803,FL-1100519,EU020M,Türkiye,TUR,1100519,Green,1,2020-06-23T00:00:00,2020-06-24T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100519&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100519&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100519,"{'type': 'Point', 'coordinates': [28.6603367, 41.035517]}"
804,FL-1100517,AS020M,Mongolia,MNG,1100517,Green,1,2020-06-21T00:00:00,2020-06-24T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100517&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100517&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100517,"{'type': 'Point', 'coordinates': [106.0062876, 48.8375712]}"
805,FL-1100509,SA020M,Uruguay,URY,1100509,Green,1,2020-06-22T00:00:00,2020-06-24T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100509&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100509&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100509,"{'type': 'Point', 'coordinates': [-57.4993268, -34.1664516]}"
806,FL-1100505,SA020M,Bolivia,BOL,1100505,Green,1,2020-06-21T00:00:00,2020-06-24T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100505&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100505&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100505,"{'type': 'Point', 'coordinates': [-63.1585107940471, -17.81873345]}"
807,FL-1100503,AF020M,Côte d'Ivoire,,1100503,Green,1,2020-06-24T00:00:00,2020-06-24T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100503&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100503&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100503,"{'type': 'Point', 'coordinates': [-4.0095268, 5.3597299]}"
808,FL-1100501,EU020M,Türkiye,TUR,1100501,Green,1,2020-06-11T00:00:00,2020-06-23T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100501&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1100501&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100501,"{'type': 'Point', 'coordinates': [29.3087629, 40.4899886]}"
809,FL-1100513,EU020M,Ukraine,UKR,1100513,Green,1,2020-06-22T00:00:00,2020-06-22T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100513&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100513&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100513,"{'type': 'Point', 'coordinates': [24.0299999, 49.8394719]}"
810,FL-1100512,EU020M,Serbia,SRB,1100512,Green,1,2020-06-21T00:00:00,2020-06-21T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100512&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100512&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100512,"{'type': 'Point', 'coordinates': [19.3786885, 44.1880714]}"
811,FL-1100511,EU020M,Romania,ROU,1100511,Green,1,2020-06-21T00:00:00,2020-06-21T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100511&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100511&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100511,"{'type': 'Point', 'coordinates': [27.7283225, 46.6409718]}"
812,FL-1100515,AS020M,India,IND,1100515,Green,1,2020-06-20T00:00:00,2020-06-20T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100515&episodeid=3,https://www.gdacs.org/report.aspx?eventid=1100515&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100515,"{'type': 'Point', 'coordinates': [91.0047364, 26.3303232]}"
813,FL-1100493,OC020M,Indonesia,IDN,1100493,Green,1,2020-06-02T00:00:00,2020-06-19T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100493&episodeid=5,https://www.gdacs.org/report.aspx?eventid=1100493&episodeid=5&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100493,"{'type': 'Point', 'coordinates': [97.2167509, 4.9713183]}"
814,FL-1100518,AS020M,Thailand,THA,1100518,Green,1,2020-06-13T00:00:00,2020-06-18T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100518&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100518&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100518,"{'type': 'Point', 'coordinates': [100.8082432, 13.1497013]}"
815,FL-1100520,AS020M,China,CHN,1100520,Green,1,2020-06-16T00:00:00,2020-06-16T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100520&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1100520&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100520,"{'type': 'Point', 'coordinates': [101.884785, 30.8794491]}"
816,FL-1100498,AF020M,Nigeria,NGA,1100498,Green,1,2020-06-13T00:00:00,2020-06-16T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100498&episodeid=3,https://www.gdacs.org/report.aspx?eventid=1100498&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100498,"{'type': 'Point', 'coordinates': [3.3788927, 6.5251031]}"
817,FL-1100504,EU020M,Hungary,HUN,1100504,Green,1,2020-06-13T00:00:00,2020-06-15T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100504&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100504&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100504,"{'type': 'Point', 'coordinates': [17.9100733, 47.0932329]}"
818,FL-1100497,AF020M,Burkina Faso,BFA,1100497,Green,1,2020-06-05T00:00:00,2020-06-15T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100497&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100497&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100497,"{'type': 'Point', 'coordinates': [-0.9144777, 13.1687564]}"
819,FL-1100499,AS020M,Nepal,NPL,1100499,Green,1,2020-06-12T00:00:00,2020-06-14T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100499&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100499&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100499,"{'type': 'Point', 'coordinates': [83.6867725, 28.2388452]}"
820,FL-1100506,AF020M,Côte d'Ivoire,,1100506,Green,1,2020-06-13T00:00:00,2020-06-13T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100506&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100506&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100506,"{'type': 'Point', 'coordinates': [-4.0516883, 5.4934773]}"
821,FL-1100502,NA020M,Mexico,MEX,1100502,Green,1,2020-06-11T00:00:00,2020-06-13T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100502&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100502&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100502,"{'type': 'Point', 'coordinates': [-96.1339066, 19.170798]}"
822,FL-1100496,EU020M,France,FRA,1100496,Green,1,2020-06-11T00:00:00,2020-06-12T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100496&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100496&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100496,"{'type': 'Point', 'coordinates': [8.73822568889629, 41.9198104]}"
823,FL-1100500,AS020M,Pakistan,PAK,1100500,Green,1,2020-06-02T00:00:00,2020-06-11T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100500&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100500&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100500,"{'type': 'Point', 'coordinates': [72.555425, 34.4058849]}"
824,FL-1100495,AF020M,Ghana,GHA,1100495,Green,1,2020-06-08T00:00:00,2020-06-10T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100495&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1100495&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100495,"{'type': 'Point', 'coordinates': [-0.1873808, 5.603923]}"
825,FL-1100489,EU020M,Czechia,,1100489,Green,1,2020-06-07T00:00:00,2020-06-08T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100489&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100489&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100489,"{'type': 'Point', 'coordinates': [17.1548936, 49.8569757]}"
826,FL-1100491,NA020M,United States,USA,1100491,Green,1,2020-06-07T00:00:00,2020-06-07T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100491&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100491&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100491,"{'type': 'Point', 'coordinates': [-89.9730381, 30.4243909]}"
827,FL-1100494,AF020M,Yemen,YEM,1100494,Green,1,2020-06-02T00:00:00,2020-06-02T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100494&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100494&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100494,"{'type': 'Point', 'coordinates': [46.44767, 14.478977]}"
828,FL-1100492,AS020M,China,CHN,1100492,Green,1,2020-06-02T00:00:00,2020-06-02T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100492&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100492&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100492,"{'type': 'Point', 'coordinates': [114.197521719663, 22.3773433]}"
829,FL-1100490,NA020M,Mexico,MEX,1100490,Green,1,2020-06-02T00:00:00,2020-06-02T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100490&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100490&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100490,"{'type': 'Point', 'coordinates': [-90.5350226, 19.835173]}"
830,FL-1100574,AF020M,South Sudan,SSD,1100574,Orange,2,2020-07-28T00:00:00,2020-08-12T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100574&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100574&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100574,"{'type': 'Point', 'coordinates': [31.5640276, 6.2124362]}"
831,FL-1100551,AS020M,India,IND,1100551,Green,1,2020-08-01T00:00:00,2020-08-06T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100551&episodeid=5,https://www.gdacs.org/report.aspx?eventid=1100551&episodeid=5&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100551,"{'type': 'Point', 'coordinates': [77.0528078, 10.1416935]}"
832,FL-1100562,AS020M,Laos,LAO,1100562,Green,1,2020-08-01T00:00:00,2020-08-04T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100562&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100562&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100562,"{'type': 'Point', 'coordinates': [107.2919066, 21.0084692]}"
833,FL-1100556,AF020M,Yemen,YEM,1100556,Green,1,2020-07-22T00:00:00,2020-08-01T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100556&episodeid=2,https://www.gdacs.org/report.aspx?eventid=1100556&episodeid=2&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100556,"{'type': 'Point', 'coordinates': [45.3215163, 15.4741726]}"
834,FL-1100554,AS020M,South Korea,KOR,1100554,Green,1,2020-07-29T00:00:00,2020-08-01T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100554&episodeid=3,https://www.gdacs.org/report.aspx?eventid=1100554&episodeid=3&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100554,"{'type': 'Point', 'coordinates': [127.7004493, 36.8026404]}"
835,FL-1100550,EU020M,Georgia,GEO,1100550,Green,1,2020-07-28T00:00:00,2020-08-01T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100550&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100550&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100550,"{'type': 'Point', 'coordinates': [43.0951719863483, 42.60020495]}"
836,FL-1100549,AS020M,Afghanistan,AFG,1100549,Green,1,2020-07-30T00:00:00,2020-07-30T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100549&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100549&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100549,"{'type': 'Point', 'coordinates': [70.5709239, 34.569568]}"
837,FL-1100557,NA020M,Mexico,MEX,1100557,Green,1,2020-07-25T00:00:00,2020-07-29T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100557&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100557&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100557,"{'type': 'Point', 'coordinates': [-97.3960931, 27.8008136]}"
838,FL-1100555,AS020M,Thailand,THA,1100555,Green,1,2020-07-15T00:00:00,2020-07-28T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100555&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100555&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100555,"{'type': 'Point', 'coordinates': [99.4909147101626, 18.2888556]}"
839,FL-1100548,OC020M,Australia,AUS,1100548,Green,1,2020-07-25T00:00:00,2020-07-28T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100548&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100548&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100548,"{'type': 'Point', 'coordinates': [151.78212787606, -32.92855695]}"
840,FL-1100547,AS020M,Vietnam,VNM,1100547,Green,1,2020-07-20T00:00:00,2020-07-28T00:00:00,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1100547&episodeid=1,https://www.gdacs.org/report.aspx?eventid=1100547&episodeid=1&eventtype=FL,https://www.gdacs.org/gdacsapi/api/events/geteventdata?eventtype=FL&eventid=1100547,"{'type': 'Point', 'coordinates': [105.042788463512, 22.7636822]}"
